ResponseId,MainBranch,Age,Employment,EdLevel,Country
217,I code primarily as a hobby,Under 18 years old,"Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Indonesia
218,I am a developer by profession,25-34 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Brazil
219,I am a developer by profession,35-44 years old,"Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",France
220,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Student, full-time;Not employed, but looking for work","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
221,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Germany
222,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Viet Nam
223,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",France
224,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
225,"I used to be a developer by profession, but no longer am",35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
226,I am a developer by profession,25-34 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Germany
227,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Germany
228,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
229,I am a developer by profession,35-44 years old,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Ireland
230,I am a developer by profession,45-54 years old,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",United States of America
231,I am a developer by profession,18-24 years old,"Employed, full-time",Some college/university study without earning a degree,Serbia
232,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",India
233,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Ukraine
234,I am a developer by profession,25-34 years old,"Employed, full-time",Some college/university study without earning a degree,Bulgaria
235,I am a developer by profession,35-44 years old,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,India
236,I am a developer by profession,45-54 years old,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,Croatia
237,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Romania
238,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Poland
239,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Kosovo
240,I am a developer by profession,25-34 years old,"Not employed, but looking for work",Primary/elementary school,Australia
241,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Romania
242,I am a developer by profession,45-54 years old,"Employed, full-time",Some college/university study without earning a degree,United States of America
243,I am a developer by profession,18-24 years old,"Employed, full-time;Student, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Morocco
244,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",India
245,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",France
246,I am a developer by profession,45-54 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Germany
247,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Netherlands
248,I am learning to code,Under 18 years old,"Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Greece
249,I am a developer by profession,35-44 years old,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",United States of America
250,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Taiwan
251,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
252,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",United States of America
253,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54 years old,"Employed, full-time",Some college/university study without earning a degree,Sweden
254,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Switzerland
255,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",France
256,I am a developer by profession,35-44 years old,"Employed, full-time",Some college/university study without earning a degree,Brazil
257,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",France
258,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Georgia
259,I am a developer by profession,45-54 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Brazil
260,"I used to be a developer by profession, but no longer am",55-64 years old,"Not employed, and not looking for work","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Netherlands
261,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",France
262,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Sweden
263,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Austria
264,I am a developer by profession,45-54 years old,"Not employed, and not looking for work","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",United States of America
265,I am a developer by profession,45-54 years old,"Not employed, but looking for work","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",United States of America
266,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",United States of America
267,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Austria
268,I am a developer by profession,Prefer not to say,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Turkey
269,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
270,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",United Kingdom of Great Britain and Northern Ireland
271,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Ukraine
272,I am a developer by profession,25-34 years old,I prefer not to say,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Germany
273,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Lithuania
274,I am a developer by profession,45-54 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
275,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Russian Federation
276,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
277,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",San Marino
278,I am learning to code,18-24 years old,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Indonesia
279,I am a developer by profession,45-54 years old,"Not employed, but looking for work","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
280,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
281,I am a developer by profession,25-34 years old,"Student, part-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Switzerland
282,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Poland
283,I am a developer by profession,18-24 years old,"Student, full-time;Not employed, but looking for work",Some college/university study without earning a degree,United States of America
284,I am a developer by profession,18-24 years old,"Employed, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Tunisia
285,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
286,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
